tvseries_id,cast_id
30,33265
30,14679
30,50624
30,36964
30,19503
30,28968
30,46665
30,47662
30,31577
30,4804
30,29453
30,20700
30,3782
30,14549
30,4747
30,9084
31,43048
31,15210
31,33826
31,50609
31,34076
31,30010
31,32784
31,25683
31,24505
31,127
31,18897
31,28879
31,30244
31,6588
31,44045
31,9199
31,11536
31,27851
32,39399
32,28404
32,13699
32,10075
32,7337
32,29225
32,22555
32,50073
32,14503
32,44629
32,19723
32,25482
32,38923
32,51090
32,3316
32,10473
32,10270
32,21641
33,10718
33,32427
33,47953
33,20547
33,41401
33,27383
33,49996
33,40075
33,12805
33,9180
33,14876
33,23387
33,24056
33,40243
33,12257
33,51847
33,41329
33,26841
34,32619
34,21615
34,46086
34,10839
34,2469
34,22800
34,21008
34,2115
34,33717
34,11541
34,43854
34,41244
34,17874
34,21086
34,12113
34,49760
34,40467
34,14595
35,4002
35,3508
35,6231
35,30436
35,41000
35,3709
35,8032
35,9709
35,52554
35,45769
35,34359
35,53462
35,50906
35,26768
35,32944
35,31141
35,28723
35,41287
36,2223
36,21283
36,23023
36,8268
36,51209
36,24446
36,36768
36,20217
36,41174
36,40017
36,15435
36,16581
36,31132
36,26935
36,2823
36,21841
36,35123
36,1302
37,6953
37,18162
37,31041
37,27080
37,37421
37,53562
37,44892
37,25811
37,19256
37,37789
37,1125
37,19391
37,36383
37,21531
37,16505
37,8916
37,11723
37,1277
38,43303
38,7969
38,45682
38,30665
38,36357
38,51338
38,15980
38,23562
38,50841
38,19731
38,43881
38,11998
38,41081
38,10022
38,41258
38,29850
38,15590
38,9369
39,10815
39,32054
39,47614
39,6725
39,50638
39,46478
39,555
39,25525
39,9369
39,28136
39,18689
39,791
39,52834
39,4313
39,47135
39,2823
39,30429
39,16949
40,45548
40,25524
40,32519
40,2828
40,14786
40,39015
40,38605
40,51446
40,24157
40,21513
40,38648
40,8173
40,20505
40,35886
40,48526
40,5617
40,5291
40,6399
41,9184
41,49470
41,44967
41,22390
41,21531
41,29558
41,16352
41,35901
41,12629
41,31177
41,7766
41,38549
41,31611
41,34410
41,5072
41,52941
41,22811
41,23449
42,32602
42,21545
42,5374
42,19327
42,10209
42,8607
42,47635
42,34892
42,24611
42,13639
42,33793
42,7168
42,3320
42,40289
42,48980
42,14813
42,48285
42,18485
43,15866
43,3152
43,11166
43,30925
43,57
43,9659
43,19023
43,49145
43,10489
43,1731
43,31435
43,25564
43,44467
43,27055
43,24682
43,36025
43,410
43,2983
44,36024
44,31166
44,10865
44,23155
44,9160
44,14167
44,49602
44,7038
44,19039
44,1718
44,49889
44,22314
44,8583
44,13073
44,17685
44,5013
44,34854
44,15561
45,1197
45,39030
45,27756
45,26743
45,38163
45,37367
45,34943
45,40249
45,20081
45,50877
45,45484
45,39148
45,2717
45,50844
45,3755
45,22159
45,14951
45,14813
46,32313
46,26058
46,36330
46,25886
46,33926
46,31603
46,7530
46,46883
46,30577
46,19039
46,8113
46,43788
46,17518
46,27854
46,50813
46,10959
46,1822
46,51252
47,23947
47,6039
47,33595
47,37586
47,46907
47,45659
47,15561
47,36400
47,24017
47,27136
47,45392
47,14992
47,50647
47,42146
47,49398
47,9410
47,38658
47,24506
48,105
48,13093
48,9355
48,17229
48,4928
48,34397
48,19541
48,16711
48,26460
48,13504
48,35977
48,45645
48,38361
48,44018
48,26803
48,16156
48,18007
48,48066
49,24781
49,11462
49,26402
49,17536
49,38620
49,7038
49,51515
49,6852
49,27341
49,1433
49,23222
49,2529
49,38454
49,2754
49,46279
49,41956
49,152
49,52081
50,43213
50,32896
50,50769
50,42630
50,31256
50,12070
50,46215
50,28151
50,10608
50,42287
50,30209
50,3524
50,1319
50,7790
50,9676
50,47330
50,52340
50,2529
51,48989
51,20740
51,28429
51,48470
51,36554
51,31208
51,16608
51,45180
51,29066
51,11179
51,3870
51,22627
51,8512
51,1690
51,13831
51,20918
51,43170
51,37852
52,36526
52,52339
52,6712
52,9370
52,43219
52,32628
52,22675
52,50142
52,2490
52,48580
52,12500
52,47616
52,25038
52,15821
52,34887
52,46705
52,32087
52,48144
53,14981
53,15584
53,29289
53,4766
53,13122
53,30339
53,33023
53,9868
53,1503
53,47707
53,41002
53,9023
53,2213
53,31383
53,14905
53,7764
53,8585
53,35117
54,1579
54,2273
54,27718
54,21567
54,20266
54,10647
54,19028
54,17761
54,47538
54,40988
54,556
54,26841
54,21280
54,46737
54,11521
54,52090
54,30903
54,49378
55,50070
55,12492
55,25745
55,37805
55,20003
55,8113
55,240
55,28233
55,44082
55,7674
55,2903
55,23652
55,22003
55,41954
55,41172
55,47053
55,27978
55,38575
56,31017
56,22933
56,14719
56,16461
56,26293
56,8589
56,46951
56,22925
56,46867
56,29989
56,37028
56,35263
56,39553
56,20503
56,13331
56,30796
56,33452
56,27773
57,18544
57,17217
57,21433
57,15644
57,19695
57,4582
57,31684
57,13039
57,16789
57,34252
57,20002
57,12107
57,45281
57,7329
57,22211
57,48084
57,39494
57,11262
58,21516
58,4803
58,25518
58,21317
58,948
58,35094
58,33801
58,17033
58,4236
58,556
58,37323
58,36955
58,41219
58,30866
58,11142
58,33698
58,19796
58,45441
59,12492
59,50070
59,25745
59,41474
59,20003
59,48311
59,43767
59,38657
59,45901
59,47824
59,26029
59,31502
59,21795
59,8113
59,28233
59,229
59,26521
59,8448
60,48515
60,13934
60,43160
60,5843
60,1344
60,19358
60,9088
60,10006
60,2719
60,19010
60,49261
60,42146
60,26887
60,30153
60,37536
60,17800
60,45151
60,47589
61,1201
61,11263
61,23836
61,32816
61,28361
61,52506
61,41767
61,39513
61,41778
61,45848
61,44573
61,50127
61,13431
61,53314
61,46567
61,31808
61,50087
61,45785
62,1271
62,14444
62,9098
62,40521
62,50693
62,38128
62,39446
62,41778
62,13188
62,48205
62,11767
62,23749
62,1736
62,12522
62,53338
62,31173
62,38620
62,48653
63,49114
63,28401
63,42292
63,24616
63,48205
63,39380
63,35053
63,44619
63,38128
63,23935
63,47136
63,39576
63,45956
63,42299
63,38486
63,745
63,24826
63,41778
64,48970
64,22441
64,47803
64,44192
64,15627
64,13383
64,46115
64,43762
64,44984
64,41778
64,46805
64,10897
64,24537
64,35279
64,24841
64,40619
64,23553
64,11206
65,20257
65,14018
65,29353
65,47752
65,50726
65,53497
65,53312
65,21167
65,40528
65,17027
65,39069
65,24182
65,14924
65,48522
65,152
65,17932
65,13437
65,25855
66,23270
66,41044
66,3754
66,6328
66,30161
66,41347
66,50333
66,49944
66,8684
66,50578
66,47262
66,4229
66,37947
66,9694
66,40169
66,12048
66,30632
66,14006
67,15498
67,44539
67,9176
67,24948
67,12748
67,19333
67,32470
67,19654
67,34702
67,45919
67,33718
67,38100
67,13224
67,3874
67,19897
67,52296
67,42990
67,4323
68,20810
68,24308
68,6966
68,35389
68,35119
68,35662
68,13053
68,3252
68,3451
68,17446
68,29479
68,26979
68,31489
68,11097
68,11163
68,16600
68,852
68,51745
69,39017
69,46755
69,36472
69,26273
69,24646
69,60
69,51808
69,8231
69,2662
69,36602
69,36210
69,24322
69,5431
69,19152
69,26782
69,21181
69,27051
69,21135
70,1072
70,30443
70,52545
70,10306
70,42755
70,48929
70,2410
70,22883
70,14334
70,39254
70,43320
70,48307
70,10940
70,1979
70,9618
70,23169
70,18165
70,39375
71,32090
71,35164
71,38026
71,35330
71,49221
71,16400
71,10867
71,19966
71,44023
71,1303
71,46459
71,24651
71,51607
71,7283
71,39649
71,28552
71,18868
71,18145
72,27784
72,29186
72,35977
72,47731
72,37347
72,50980
72,34121
72,24565
72,34591
72,32960
72,20065
72,43033
72,3045
72,51814
72,15706
72,29070
72,26520
72,50054
73,10956
73,51344
73,13842
73,2066
73,22676
73,7434
73,36980
73,51928
73,44816
73,3706
73,5457
73,44353
73,49048
73,12990
73,45768
73,45787
73,43908
73,11075
74,10238
74,38536
74,32172
74,3813
74,52278
74,52228
74,11162
74,27864
74,3137
74,1554
74,49958
74,28346
74,4002
74,33694
74,51450
74,47390
74,23557
74,10032
75,2361
75,5523
75,9277
75,18019
75,5131
75,28727
75,50339
75,35741
75,27638
75,11423
75,37454
75,33981
75,7073
75,44638
75,8016
75,36472
75,9798
75,9003
76,49979
76,4305
76,9615
76,43420
76,32375
76,48177
76,51999
76,37
76,36021
76,25832
76,43195
76,51631
76,46727
76,30217
76,47606
76,23928
76,17276
76,38814
77,9608
77,42572
77,44119
77,7503
77,51703
77,10578
77,23578
77,52490
77,26797
77,26448
77,13354
77,827
77,7299
77,51017
77,30437
77,52493
77,2262
77,23607
78,33110
78,36591
78,53490
78,8507
78,33784
78,52403
78,47326
78,26448
78,16761
78,19612
78,45077
78,42703
78,3490
78,1982
78,31095
78,13269
78,22671
78,34326
79,48200
79,32669
79,19244
79,25871
79,13870
79,1220
79,30442
79,45786
79,25968
79,35055
79,40537
79,2687
79,38466
79,1123
79,33736
79,36184
79,49304
79,16412
80,10376
80,37986
80,13000
80,31467
80,26792
80,24308
80,20810
80,6966
80,12600
80,13306
80,6853
80,42434
80,34857
80,30386
80,29976
80,6108
80,40864
80,46475
81,9389
81,31020
81,23579
81,45933
81,10848
81,42753
81,53218
81,22164
81,20124
81,42743
81,5782
81,44975
81,23614
81,51016
81,48386
81,24494
81,40784
81,23538
82,4989
82,28209
82,14173
82,29293
82,49589
82,3717
82,32583
82,32654
82,31634
82,7982
82,8798
82,20450
82,7637
82,19944
82,13155
82,23794
82,46144
82,11699
83,50814
83,30331
83,44464
83,16070
83,47874
83,41885
83,52954
83,20305
83,10230
83,40110
83,46849
83,31546
83,11815
83,7494
83,23540
83,49523
83,23153
83,18513
84,52124
84,46014
84,3558
84,21557
84,8455
84,15836
84,20376
84,52109
84,9098
84,2754
84,928
84,2128
84,46861
84,98
84,49452
84,44853
84,28395
84,34672
85,21311
85,24354
85,11974
85,47419
85,4
85,26910
85,1951
85,12880
85,27136
85,35053
85,29070
85,11785
85,2091
85,29351
85,33595
85,52557
85,53051
85,42171
86,24109
86,4524
86,8241
86,12171
86,2610
86,51413
86,52815
86,51359
86,43964
86,26906
86,45147
86,14955
86,47288
86,24904
86,51865
86,52186
86,24669
86,10347
87,10278
87,20197
87,28320
87,51957
87,8542
87,33104
87,29112
87,50751
87,3532
87,6230
87,25752
87,25574
87,44707
87,4975
87,39808
87,23208
87,19765
87,1562
88,42803
88,9879
88,15771
88,33215
88,25793
88,29417
88,31786
88,47467
88,5071
88,3664
88,38029
88,29490
88,17007
88,34485
88,42169
88,4323
88,20929
88,2081
89,40911
89,40241
89,781
89,692
89,28765
89,31466
89,865
89,20878
89,17593
89,12329
89,9243
89,5317
89,52311
89,36950
89,50610
89,42500
89,26096
89,33392
90,45173
90,51321
90,6355
90,6159
90,43086
90,12408
90,24747
90,26531
90,8204
90,23701
90,20369
90,20256
90,45434
90,47355
90,1871
90,9732
90,30054
90,46535
91,48843
91,25152
91,22902
91,12489
91,21729
91,14793
91,25327
91,30769
91,36658
91,35885
91,1153
91,40277
91,49561
91,43909
91,32642
91,46056
91,27480
91,28136
92,33208
92,2246
92,50456
92,24928
92,24334
92,7986
92,47232
92,31361
92,16286
92,23719
92,26998
92,7117
92,19271
92,26551
92,4932
92,24360
92,21284
92,50087
93,21401
93,29236
93,35774
93,17460
93,37597
93,31230
93,42624
93,19468
93,51642
93,4600
93,18568
93,8680
93,11795
93,47861
93,40222
93,17130
93,3361
93,49784
94,8363
94,27514
94,35768
94,41308
94,47883
94,53447
94,47321
94,52576
94,5801
94,38239
94,29895
94,51852
94,24907
94,36560
94,39837
94,46032
94,45506
94,32764
95,21330
95,28244
95,4696
95,14143
95,9980
95,24753
95,21454
95,10010
95,23348
95,35251
95,38658
95,45829
95,47668
95,45326
95,30502
95,20828
95,52111
95,28022
96,22652
96,47208
96,19562
96,40606
96,34007
96,30211
96,19197
96,3485
96,1318
96,38343
96,23797
96,40993
96,45231
96,22566
96,36369
96,50647
96,49433
96,8153
97,19544
97,18854
97,7977
97,6346
97,3098
97,17212
97,35473
97,5991
97,50569
97,52190
97,11647
97,715
97,23131
97,48164
97,18505
97,34910
97,25385
97,49468
98,6414
98,11796
98,42363
98,49733
98,22715
98,29278
98,12258
98,226
98,6071
98,10042
98,1822
98,6839
98,46294
98,32967
98,4378
98,11275
98,15728
98,28134
99,30328
99,44833
99,16931
99,51180
99,2079
99,8355
99,13518
99,4946
99,47252
99,5216
99,33820
99,34453
99,50489
99,7981
99,44397
99,51346
99,37192
99,13816
100,8665
100,52288
100,13632
100,39381
100,25459
100,42449
100,37192
100,39132
100,43383
100,32159
100,43672
100,33780
100,26765
100,52921
100,1093
100,780
100,21105
100,36500
101,28113
101,20636
101,43009
101,17374
101,28476
101,7323
101,3762
101,1229
101,10883
101,43172
101,136
101,13486
101,6413
101,2893
101,24560
101,22959
101,8916
101,27327
102,10124
102,40996
102,24370
102,32396
102,43792
102,15534
102,21444
102,38100
102,31235
102,27829
102,21916
102,18121
102,25425
102,30414
102,154
102,22675
102,41805
102,32603
103,20876
103,41006
103,13598
103,35841
103,7203
103,43387
103,23639
103,37421
103,51558
103,17030
103,28660
103,44041
103,26086
103,28036
103,47306
103,23387
103,24888
103,4695
104,12612
104,30974
104,50489
104,44074
104,18981
104,26048
104,41427
104,31739
104,26310
104,32801
104,33381
104,23243
104,31070
104,6823
104,3948
104,8971
104,10807
104,40793
105,25464
105,24223
105,50759
105,24906
105,20846
105,25019
105,48239
105,22450
105,4787
105,41416
105,39093
105,43208
105,10753
105,9707
105,24198
105,13090
105,906
105,50128
106,539
106,40601
106,48248
106,43218
106,52083
106,15645
106,13127
106,44773
106,22032
106,4004
106,31332
106,14332
106,42959
106,11620
106,7539
106,6644
106,36713
106,4207
107,13276
107,24115
107,48849
107,13001
107,32320
107,41080
107,5527
107,47831
107,35275
107,21274
107,6466
107,49545
107,46115
107,45937
107,42842
107,5110
107,2718
107,4917
108,15133
108,18831
108,32218
108,31334
108,49033
108,83
108,50654
108,26516
108,2494
108,10952
108,16588
108,5879
108,10026
108,30048
108,34526
108,11993
108,6115
108,18084
109,6400
109,36909
109,35839
109,53113
109,44861
109,41055
109,23663
109,10903
109,47668
109,37360
109,49393
109,10656
109,6654
109,20454
109,52309
109,51647
109,51438
109,9682
110,29548
110,22314
110,44187
110,5008
110,21207
110,49381
110,7283
110,24434
110,35191
110,43531
110,36911
110,50333
110,48530
110,35636
110,12148
110,52895
110,29988
110,7652
111,53462
111,45586
111,15790
111,16641
111,40370
111,33292
111,49279
111,7681
111,52295
111,25436
111,44381
111,18620
111,3077
111,45542
111,17040
111,37510
111,42507
111,16097
112,17455
112,12573
112,27188
112,2909
112,1905
112,24543
112,17360
112,44794
112,8178
112,18189
112,26182
112,2023
112,7237
112,46033
112,33236
112,34293
112,26746
112,38305
113,12387
113,48540
113,18775
113,2961
113,45380
113,1658
113,27394
113,13543
113,37014
113,32477
113,3481
113,21561
113,19479
113,44861
113,41946
113,12982
113,26058
113,25746
114,28674
114,50850
114,22127
114,36109
114,40607
114,5446
114,10132
114,17643
114,30783
114,33683
114,23358
114,48949
114,42532
114,24964
114,40790
114,19190
114,5565
114,14603
115,45403
115,1254
115,3081
115,37396
115,137
115,40515
115,5971
115,27265
115,43407
115,18726
115,38979
115,50408
115,13832
115,48437
115,47329
115,24977
115,15615
115,34769
116,19533
116,6607
116,10091
116,29503
116,26980
116,23299
116,18301
116,9786
116,48401
116,23681
116,8143
116,30512
116,6588
116,14246
116,14997
116,33533
116,148
116,15382
117,45029
117,20536
117,35288
117,32147
117,7851
117,23917
117,50297
117,7316
117,29415
117,42935
117,48113
117,2044
117,44972
117,14265
117,10808
117,17487
117,27915
117,52528
118,32303
118,46153
118,43690
118,11273
118,25153
118,38959
118,16531
118,17753
118,47016
118,42618
118,53276
118,6726
118,28435
118,968
118,16169
118,32919
118,9246
118,842
119,53387
119,1211
119,21900
119,23144
119,47018
119,3447
119,19360
119,41775
119,5648
119,36651
119,32197
119,28212
119,14194
119,11841
119,21879
119,44115
119,12702
119,3906
120,25292
120,36273
120,7111
120,10047
120,22854
120,51074
120,30332
120,18180
120,22202
120,1569
120,50053
120,37110
120,7080
120,11263
120,15201
120,40781
120,39811
120,22874
121,45468
121,15118
121,7365
121,372
121,9519
121,21635
121,40978
121,49909
121,41828
121,20685
121,48653
121,11835
121,37087
121,5071
121,48218
121,46444
121,41359
121,35757
122,14822
122,19897
122,19365
122,15419
122,2273
122,38962
122,34653
122,48009
122,26114
122,38170
122,28056
122,48812
122,24970
122,17822
122,48917
122,19328
122,3550
122,45523
123,17599
123,46564
123,10238
123,50255
123,37461
123,26392
123,51321
123,33784
123,20237
123,14633
123,28451
123,20156
123,753
123,25536
123,12404
123,15253
123,43613
123,51230
124,50034
124,20565
124,40299
124,44624
124,10922
124,53213
124,52149
124,40960
124,38920
124,53490
124,14930
124,41
124,48828
124,31886
124,11811
124,50835
124,24702
124,40903
125,1132
125,13543
125,37347
125,11974
125,33595
125,39732
125,31128
125,49222
125,6039
125,49665
125,28401
125,51523
125,27977
125,7315
125,35417
125,52385
125,13492
125,16329
126,35013
126,35812
126,30927
126,49527
126,10069
126,5459
126,36965
126,23398
126,16
126,44136
126,8455
126,51252
126,44286
126,44197
126,39
126,6596
126,36202
126,41377
127,44940
127,12171
127,29868
127,35647
127,21770
127,45273
127,33203
127,11632
127,28421
127,13288
127,45333
127,25374
127,15886
127,13876
127,16023
127,1927
127,25289
127,32970
128,45150
128,4544
128,13181
128,35216
128,37483
128,2378
128,39228
128,11048
128,26005
128,35502
128,12758
128,32123
128,2492
128,24914
128,44362
128,26477
128,5514
128,51085
129,16204
129,7626
129,47701
129,23184
129,4169
129,37963
129,11796
129,34956
129,34835
129,53218
129,21083
129,45675
129,50074
129,25440
129,42311
129,14132
129,17955
129,47094
130,46563
130,18348
130,18207
130,41164
130,32241
130,48679
130,12264
130,13456
130,31018
130,25875
130,3763
130,20827
130,29824
130,32416
130,11006
130,30208
130,5149
130,39223
131,30891
131,7952
131,4593
131,26294
131,4420
131,21612
131,17052
131,35488
131,13940
131,12217
131,45137
131,9076
131,46924
131,50341
131,7849
131,51257
131,49138
131,13073
132,50990
132,51069
132,42690
132,52678
132,37270
132,3466
132,31117
132,587
132,10844
132,45948
132,15020
132,45267
132,22687
132,35816
132,41618
132,32619
132,46751
132,6626
133,1211
133,31116
133,43631
133,14109
133,27800
133,23410
133,31956
133,52821
133,20778
133,40388
133,27079
133,10135
133,6352
133,51185
133,49691
133,47210
133,44693
133,47176
134,42900
134,3929
134,20754
134,33653
134,51990
134,48732
134,40434
134,26052
134,20866
134,2252
134,12203
134,27366
134,33429
134,7152
134,13423
134,15605
134,22535
134,40339
135,8947
135,9818
135,6824
135,42256
135,18011
135,4776
135,869
135,14173
135,20030
135,29085
135,37781
135,602
135,11186
135,9297
135,9851
135,12951
135,40016
135,31430
136,31634
136,19512
136,12331
136,22282
136,14529
136,32045
136,45259
136,43209
136,14794
136,30224
136,29804
136,40294
136,14079
136,36540
136,4307
136,44620
136,50650
136,4005
137,10783
137,25366
137,1905
137,9686
137,30461
137,11328
137,38337
137,9375
137,10975
137,1835
137,49754
137,8793
137,39414
137,34151
137,49912
137,20713
137,35053
137,15909
138,983
138,22571
138,42947
138,3381
138,30930
138,35695
138,4596
138,28300
138,30001
138,21464
138,53354
138,8916
138,38648
138,9418
138,12934
138,2803
138,24553
138,13011
139,46646
139,6976
139,9461
139,42469
139,840
139,14943
139,24134
139,15026
139,17902
139,45341
139,38309
139,1272
139,7072
139,49366
139,23375
139,10760
139,30973
139,50423
140,23709
140,555
140,43700
140,19926
140,11821
140,31372
140,3758
140,15931
140,29725
140,14625
140,22857
140,41715
140,6627
140,47295
140,52205
140,11508
140,44507
140,634
141,167
141,34060
141,10688
141,22895
141,52740
141,16597
141,16083
141,51426
141,13193
141,46067
141,46972
141,32984
141,7150
141,11277
141,50226
141,24517
141,21404
141,30036
142,41011
142,1838
142,13882
142,34706
142,20320
142,6322
142,19844
142,11657
142,53426
142,24893
142,45555
142,47349
142,28029
142,28166
142,47344
142,46081
142,11412
142,48270
143,11188
143,51100
143,17090
143,9433
143,15543
143,22747
143,53013
143,16965
143,4780
143,7387
143,32184
143,3886
143,47534
143,9034
143,11936
143,16897
143,33072
143,40625
144,46960
144,2209
144,45470
144,10459
144,4626
144,13258
144,38646
144,16574
144,29802
144,3325
144,42360
144,47561
144,14415
144,12000
144,39757
144,36559
144,6140
144,34649
145,2813
145,19237
145,40345
145,2658
145,26858
145,45731
145,33396
145,5769
145,47470
145,44253
145,11508
145,24039
145,40676
145,47635
145,23039
145,14830
145,29518
145,24722
146,10708
146,22426
146,21900
146,22490
146,24749
146,43260
146,13106
146,3634
146,33261
146,15566
146,27286
146,6416
146,25066
146,3758
146,33136
146,15180
146,50825
146,33420
147,6059
147,18455
147,13440
147,22772
147,13033
147,36926
147,22538
147,37645
147,13999
147,13535
147,8535
147,13188
147,11881
147,8542
147,41564
147,47898
147,24195
147,35584
148,27254
148,11729
148,51229
148,45946
148,3924
148,51049
148,1316
148,47603
148,24541
148,24816
148,12603
148,34948
148,46146
148,13813
148,14326
148,23632
148,12063
148,46810
149,46529
149,11974
149,33851
149,9218
149,47752
149,30245
149,22205
149,51523
149,34591
149,24964
149,15498
149,16329
149,36577
149,27136
149,27379
149,9410
149,47618
149,21822
150,42786
150,25610
150,32244
150,23470
150,6636
150,11460
150,32609
150,31361
150,47624
150,49145
150,34892
150,16754
150,16836
150,16810
150,15566
150,8354
150,19536
150,28879
151,5865
151,40703
151,41451
151,8318
151,12408
151,18165
151,31935
151,24619
151,3126
151,50719
151,11729
151,52193
151,40616
151,22393
151,40266
151,5670
151,67
151,39785
152,27136
152,16822
152,38798
152,31576
152,42900
152,8523
152,28892
152,11974
152,40599
152,26087
152,15561
152,34059
152,36733
152,5390
152,6399
152,336
152,50113
152,39253
153,6329
153,10737
153,46751
153,4939
153,24391
153,3782
153,23371
153,35164
153,23179
153,36465
153,24081
153,4437
153,43564
153,38798
153,4067
153,52109
153,2141
153,40639
154,30896
154,35839
154,5827
154,48074
154,26528
154,3038
154,16164
154,26402
154,3370
154,13434
154,42195
154,5530
154,24363
154,10286
154,42146
154,16153
154,22130
154,19919
155,49474
155,44545
155,14556
155,33531
155,5339
155,43597
155,31929
155,31913
155,25827
155,43954
155,15250
155,27120
155,15383
155,261
155,39694
155,18220
155,4832
155,52309
156,33041
156,8616
156,14401
156,5997
156,6284
156,3152
156,51069
156,16579
156,3856
156,10094
156,10914
156,40090
156,13440
156,37015
156,24234
156,16583
156,11103
156,26192
157,46395
157,29990
157,24615
157,9444
157,6561
157,22632
157,35772
157,45968
157,25326
157,45747
157,35523
157,37883
157,42748
157,50109
157,22664
157,27926
157,11325
157,3221
158,18968
158,25078
158,47971
